-1.4	0.685310062164596	0	0.002459730989178
-1.3	0.673655713144089	0	0.002008916724493
-1.2	0.660321370168076	0	0.002500402885166
-1.1	0.644362159097677	0	7.77E-05
-1	0.6232485113725	0	0.002043362328928
-0.9	0.596150392159766	0	0.00010372057317
-0.8	0.558319241280758	0	0.001391928356843
-0.7	0.524282238114488	0	0.001226561723826
-0.6	0.507412726815611	0	0.001822917971501
-0.5	0.49612726815611	0	0.001822917971501
-0.4	0.489557900765645	0	0.000379064119924
-0.3	0.484257900765645	0	0.000379064119924
-0.2	0.480348393428686	0	5.67E-05
-0.1	0.477048393428686	0	5.67E-05
0	0.474179373210199	0	0.000467256448335
