-1.4	0.681081452309337	0	3.75E-05
-1.3	0.669081452309337	0	9.80E-05	
-1.2	0.654614529017324	0	9.80E-05
-1.1	0.637614529017324	0	9.80E-05	
-1	0.61373856141224	0	0.000438899179404
-0.9	0.581372357629017	0	0.000438899179404
-0.8	0.520624018686543	0	0.000438899179404
-0.7	0.50044710347249	0	0.002499033771651
-0.6	0.488726201788738	0	0.000847462679045
-0.5	0.479726201788738	0	0.000847462679045
-0.4	0.473398848975867	0	0.002177954266512
-0.3	0.46938848975867	0	0.002177954266512
-0.2	0.466465585712209	0	0.00194165405009
-0.1	0.463965585712209	0	0.00194165405009
0	0.461200199187252	0	0.002790624865289
